"구분별","분류별","제외별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"전체","전체","음성통화 제외","사례수","명","","","","","7553","7385","","","","","",
"전체","전체","음성통화 제외","1시간 미만","%","","","","","48.8","46.7","","","","","",
"전체","전체","음성통화 제외","1-2시간 미만","%","","","","","21.9","23","","","","","",
"전체","전체","음성통화 제외","2-3시간 미만","%","","","","","14.4","12.6","","","","","",
"전체","전체","음성통화 제외","3-4시간 미만","%","","","","","6.5","8.2","","","","","",
"전체","전체","음성통화 제외","4시간이상","%","","","","","8.5","9.5","","","","","",
"전체","전체","음성통화 제외","평균","분","","","","","78.5","82.5","","","","","",
"전체","응답자","음성통화 제외","사례수","명","","3701","4303","4569","5951","6149","6465","6470","5775","5615","6359",
"전체","응답자","음성통화 제외","30분 미만","%","","12.6","12.6","","","","","","","","",
"전체","응답자","음성통화 제외","1시간 미만","%","","","","31.9","35","36","34.6","35","31.2","28.1","25.3",
"전체","응답자","음성통화 제외","30분-1시간 미만","%","","20.4","23.3","","","","","","","","",
"전체","응답자","음성통화 제외","1-2시간 미만","%","","30.1","48.5","30.9","27.8","27.6","30","28.3","27.5","25","24.9",
"전체","응답자","음성통화 제외","2-3시간 미만","%","","17.1","15.5","18.2","18.2","15.1","17.2","16.9","17.3","18.2","18.5",
"전체","응답자","음성통화 제외","3-4시간 미만","%","","","","8.1","8.2","9.9","8.7","10.1","11.3","12.4","13.8",
"전체","응답자","음성통화 제외","3시간 이상","%","","19.8","","","","","","","","","",
"전체","응답자","음성통화 제외","4시간이상","%","","","","10.9","10.8","11.4","9.5","9.6","12.7","16.3","17.4",
"전체","응답자","음성통화 제외","평균","분","","106.1","91.8","102.4","99.6","99","92.8","96.3","108.8","115.1","122.9",
"전체","응답자","음성통화/문자 제외","사례수","명","1803","","","","","","","","","","",
"전체","응답자","음성통화/문자 제외","30분 미만","%","19.5","","","","","","","","","","",
"전체","응답자","음성통화/문자 제외","30분-1시간 미만","%","26","","","","","","","","","","",
"전체","응답자","음성통화/문자 제외","1-2시간 미만","%","27.1","","","","","","","","","","",
"전체","응답자","음성통화/문자 제외","2시간 이상","%","27.4","","","","","","","","","","",
"전체","응답자","음성통화/문자 제외","평균","분","86.1","","","","","","","","","","",
"남자","전체","음성통화 제외","사례수","명","","","","","3759","3672","","","","","",
"남자","전체","음성통화 제외","1시간 미만","%","","","","","46.1","44.8","","","","","",
"남자","전체","음성통화 제외","1-2시간 미만","%","","","","","24","24.4","","","","","",
"남자","전체","음성통화 제외","2-3시간 미만","%","","","","","15.1","13.4","","","","","",
"남자","전체","음성통화 제외","3-4시간 미만","%","","","","","6.9","7.8","","","","","",
"남자","전체","음성통화 제외","4시간이상","%","","","","","7.8","9.6","","","","","",
"남자","전체","음성통화 제외","평균","분","","","","","80.1","83.8","","","","","",
"남자","응답자","음성통화 제외","사례수","명","","1946","2218","2347","3078","3169","3300","3311","2962","2863","3022",
"남자","응답자","음성통화 제외","30분 미만","%","","12.5","12.5","","","","","","","","",
"남자","응답자","음성통화 제외","1시간 미만","%","","","","31.6","34.2","36.1","33.5","33.4","29.9","25.1","25.2",
"남자","응답자","음성통화 제외","30분-1시간 미만","%","","20.9","23","","","","","","","","",
"남자","응답자","음성통화 제외","1-2시간 미만","%","","31.4","49.8","33.7","29.3","28.2","30.7","29.2","28","26.6","24.4",
"남자","응답자","음성통화 제외","2-3시간 미만","%","","17.9","14.7","17.4","18.5","15.5","18.1","18.4","18.3","18","19.5",
"남자","응답자","음성통화 제외","3-4시간 미만","%","","","","7.7","8.5","9","8.8","10.3","11.2","12","14.1",
"남자","응답자","음성통화 제외","3시간 이상","%","","17.2","","","","","","","","","",
"남자","응답자","음성통화 제외","4시간이상","%","","","","9.6","9.5","11.1","8.8","8.5","12.7","18.3","16.8",
"남자","응답자","음성통화 제외","평균","분","","97.3","91","97.8","97.9","97.1","92.5","94.8","109.6","120.3","122.2",
"남자","응답자","음성통화/문자 제외","사례수","명","1052","","","","","","","","","","",
"남자","응답자","음성통화/문자 제외","30분 미만","%","18.9","","","","","","","","","","",
"남자","응답자","음성통화/문자 제외","30분-1시간 미만","%","29.3","","","","","","","","","","",
"남자","응답자","음성통화/문자 제외","1-2시간 미만","%","28.8","","","","","","","","","","",
"남자","응답자","음성통화/문자 제외","2시간 이상","%","23","","","","","","","","","","",
"남자","응답자","음성통화/문자 제외","평균","분","76.5","","","","","","","","","","",
"여자","전체","음성통화 제외","사례수","명","","","","","3794","3713","","","","","",
"여자","전체","음성통화 제외","1시간 미만","%","","","","","51.3","48.7","","","","","",
"여자","전체","음성통화 제외","1-2시간 미만","%","","","","","19.8","21.6","","","","","",
"여자","전체","음성통화 제외","2-3시간 미만","%","","","","","13.6","11.8","","","","","",
"여자","전체","음성통화 제외","3-4시간 미만","%","","","","","6","8.7","","","","","",
"여자","전체","음성통화 제외","4시간이상","%","","","","","9.2","9.3","","","","","",
"여자","전체","음성통화 제외","평균","분","","","","","76.9","81.2","","","","","",
"여자","응답자","음성통화 제외","사례수","명","","1755","2085","2221","2873","2980","3166","3159","2813","2752","3337",
"여자","응답자","음성통화 제외","30분 미만","%","","12.7","12.7","","","","","","","","",
"여자","응답자","음성통화 제외","1시간 미만","%","","","","32.2","35.7","36","35.7","36.4","32.7","31.3","25.4",
"여자","응답자","음성통화 제외","30분-1시간 미만","%","","19.8","23.7","","","","","","","","",
"여자","응답자","음성통화 제외","1-2시간 미만","%","","28.7","47.2","27.9","26.2","26.9","29.2","27.2","27","23.3","25.3",
"여자","응답자","음성통화 제외","2-3시간 미만","%","","16.1","16.5","19","18","14.7","16.2","15.3","16.3","18.4","17.7",
"여자","응답자","음성통화 제외","3-4시간 미만","%","","","","8.6","8","10.8","8.6","10.1","11.4","12.8","13.6",
"여자","응답자","음성통화 제외","3시간 이상","%","","22.8","","","","","","","","","",
"여자","응답자","음성통화 제외","4시간이상","%","","","","12.4","12.1","11.6","10.2","10.9","12.7","14.2","18",
"여자","응답자","음성통화 제외","평균","분","","115.9","92.7","107.2","101.5","101.2","93.1","97.9","107.9","109.6","123.5",
"여자","응답자","음성통화/문자 제외","사례수","명","751","","","","","","","","","","",
"여자","응답자","음성통화/문자 제외","30분 미만","%","20.4","","","","","","","","","","",
"여자","응답자","음성통화/문자 제외","30분-1시간 미만","%","21.4","","","","","","","","","","",
"여자","응답자","음성통화/문자 제외","1-2시간 미만","%","24.7","","","","","","","","","","",
"여자","응답자","음성통화/문자 제외","2시간 이상","%","33.5","","","","","","","","","","",
"여자","응답자","음성통화/문자 제외","평균","분","99.4","","","","","","","","","","",
"10대","전체","음성통화 제외","사례수","명","","","","","721","711","","","","","",
"10대","전체","음성통화 제외","1시간 미만","%","","","","","28.2","20.6","","","","","",
"10대","전체","음성통화 제외","1-2시간 미만","%","","","","","25.1","25.9","","","","","",
"10대","전체","음성통화 제외","2-3시간 미만","%","","","","","19.3","16.3","","","","","",
"10대","전체","음성통화 제외","3-4시간 미만","%","","","","","10","21.8","","","","","",
"10대","전체","음성통화 제외","4시간이상","%","","","","","17.3","15.4","","","","","",
"10대","전체","음성통화 제외","평균","분","","","","","124.4","132.5","","","","","",
"10대","응답자","음성통화 제외","사례수","명","","566","604","629","662","663","687","599","574","503","581",
"10대","응답자","음성통화 제외","30분 미만","%","","6.8","4.5","","","","","","","","",
"10대","응답자","음성통화 제외","1시간 미만","%","","","","18.4","21.8","14.9","13.9","13.1","9.8","6.5","6.6",
"10대","응답자","음성통화 제외","30분-1시간 미만","%","","18.5","16.3","","","","","","","","",
"10대","응답자","음성통화 제외","1-2시간 미만","%","","29.3","47.9","26.6","27.4","27.7","31.7","24.5","22.5","16.4","17.5",
"10대","응답자","음성통화 제외","2-3시간 미만","%","","19.5","31.3","22.6","21.1","17.5","24","26.1","28.3","20.1","25.8",
"10대","응답자","음성통화 제외","3-4시간 미만","%","","","","10.7","10.9","23.4","13.9","18","15.6","13.2","19.9",
"10대","응답자","음성통화 제외","3시간 이상","%","","25.8","","","","","","","","","",
"10대","응답자","음성통화 제외","4시간이상","%","","","","21.6","18.9","16.5","16.6","18.1","23.8","43.8","30.1",
"10대","응답자","음성통화 제외","평균","분","","124.3","133.9","143.7","135.6","142.1","132.4","140.8","154.7","190.8","170.3",
"10대","응답자","음성통화/문자 제외","사례수","명","219","","","","","","","","","","",
"10대","응답자","음성통화/문자 제외","30분 미만","%","11.4","","","","","","","","","","",
"10대","응답자","음성통화/문자 제외","30분-1시간 미만","%","24.9","","","","","","","","","","",
"10대","응답자","음성통화/문자 제외","1-2시간 미만","%","32.9","","","","","","","","","","",
"10대","응답자","음성통화/문자 제외","2시간 이상","%","30.9","","","","","","","","","","",
"10대","응답자","음성통화/문자 제외","평균","분","104.1","","","","","","","","","","",
"20대","전체","음성통화 제외","사례수","명","","","","","1151","1080","","","","","",
"20대","전체","음성통화 제외","1시간 미만","%","","","","","23.2","15.9","","","","","",
"20대","전체","음성통화 제외","1-2시간 미만","%","","","","","27","25.8","","","","","",
"20대","전체","음성통화 제외","2-3시간 미만","%","","","","","21.3","20.5","","","","","",
"20대","전체","음성통화 제외","3-4시간 미만","%","","","","","10.4","13.5","","","","","",
"20대","전체","음성통화 제외","4시간이상","%","","","","","18","24.3","","","","","",
"20대","전체","음성통화 제외","평균","분","","","","","128.6","149.7","","","","","",
"20대","응답자","음성통화 제외","사례수","명","","920","944","909","1111","1064","1082","1095","941","908","1111",
"20대","응답자","음성통화 제외","30분 미만","%","","4.3","4.6","","","","","","","","",
"20대","응답자","음성통화 제외","1시간 미만","%","","","","11.5","20.5","14.6","9.4","9.8","9.6","5.6","5.4",
"20대","응답자","음성통화 제외","30분-1시간 미만","%","","15.4","16.1","","","","","","","","",
"20대","응답자","음성통화 제외","1-2시간 미만","%","","31.9","54.6","32.1","28","26.2","28.7","25.1","21.1","21.7","14.5",
"20대","응답자","음성통화 제외","2-3시간 미만","%","","19.8","24.7","24.6","22","20.8","27.3","24","20","19.5","21.2",
"20대","응답자","음성통화 제외","3-4시간 미만","%","","","","12.7","10.8","13.7","14.6","19.4","21.3","21.5","22.4",
"20대","응답자","음성통화 제외","3시간 이상","%","","28.6","","","","","","","","","",
"20대","응답자","음성통화 제외","4시간이상","%","","","","19.1","18.7","24.6","20","21.8","28.1","31.8","36.5",
"20대","응답자","음성통화 제외","평균","분","","144.2","123.9","147.3","133.1","151.9","141.1","156.3","176.9","174.4","192.1",
"20대","응답자","음성통화/문자 제외","사례수","명","607","","","","","","","","","","",
"20대","응답자","음성통화/문자 제외","30분 미만","%","10.7","","","","","","","","","","",
"20대","응답자","음성통화/문자 제외","30분-1시간 미만","%","18.5","","","","","","","","","","",
"20대","응답자","음성통화/문자 제외","1-2시간 미만","%","28.7","","","","","","","","","","",
"20대","응답자","음성통화/문자 제외","2시간 이상","%","42.1","","","","","","","","","","",
"20대","응답자","음성통화/문자 제외","평균","분","120.7","","","","","","","","","","",
"30대","전체","음성통화 제외","사례수","명","","","","","1294","1245","","","","","",
"30대","전체","음성통화 제외","1시간 미만","%","","","","","28.1","25.8","","","","","",
"30대","전체","음성통화 제외","1-2시간 미만","%","","","","","30","31.2","","","","","",
"30대","전체","음성통화 제외","2-3시간 미만","%","","","","","20.6","19.3","","","","","",
"30대","전체","음성통화 제외","3-4시간 미만","%","","","","","10.3","10.4","","","","","",
"30대","전체","음성통화 제외","4시간이상","%","","","","","11","13.3","","","","","",
"30대","전체","음성통화 제외","평균","분","","","","","106.5","112.2","","","","","",
"30대","응답자","음성통화 제외","사례수","명","","1020","1114","1090","1233","1215","1245","1175","1063","981","1056",
"30대","응답자","음성통화 제외","30분 미만","%","","10.3","10.1","","","","","","","","",
"30대","응답자","음성통화 제외","1시간 미만","%","","","","26.9","24.6","23.9","24.1","15.1","17.6","12.9","8.1",
"30대","응답자","음성통화 제외","30분-1시간 미만","%","","19.6","23.2","","","","","","","","",
"30대","응답자","음성통화 제외","1-2시간 미만","%","","31.9","53.6","33.8","31.5","32","32.7","32.8","29.4","23.3","25.2",
"30대","응답자","음성통화 제외","2-3시간 미만","%","","19.3","13.1","19.5","21.6","19.8","20.4","23.7","23","26.4","23.5",
"30대","응답자","음성통화 제외","3-4시간 미만","%","","","","9.8","10.8","10.7","10.6","15.8","14.3","17.7","18.1",
"30대","응답자","음성통화 제외","3시간 이상","%","","18.9","","","","","","","","","",
"30대","응답자","음성통화 제외","4시간이상","%","","","","10","11.6","13.7","12.1","12.8","15.6","19.7","25.1",
"30대","응답자","음성통화 제외","평균","분","","103.9","87.1","104.1","111.8","115","108.8","124.7","132.9","141.2","156.8",
"30대","응답자","음성통화/문자 제외","사례수","명","573","","","","","","","","","","",
"30대","응답자","음성통화/문자 제외","30분 미만","%","20.8","","","","","","","","","","",
"30대","응답자","음성통화/문자 제외","30분-1시간 미만","%","31.5","","","","","","","","","","",
"30대","응답자","음성통화/문자 제외","1-2시간 미만","%","28.2","","","","","","","","","","",
"30대","응답자","음성통화/문자 제외","2시간 이상","%","19.5","","","","","","","","","","",
"30대","응답자","음성통화/문자 제외","평균","분","67.5","","","","","","","","","","",
"40대","전체","음성통화 제외","사례수","명","","","","","1431","1429","","","","","",
"40대","전체","음성통화 제외","1시간 미만","%","","","","","40.2","38.9","","","","","",
"40대","전체","음성통화 제외","1-2시간 미만","%","","","","","29","31.9","","","","","",
"40대","전체","음성통화 제외","2-3시간 미만","%","","","","","17.7","15.3","","","","","",
"40대","전체","음성통화 제외","3-4시간 미만","%","","","","","7.4","7.1","","","","","",
"40대","전체","음성통화 제외","4시간이상","%","","","","","5.6","6.9","","","","","",
"40대","전체","음성통화 제외","평균","분","","","","","81","82.6","","","","","",
"40대","응답자","음성통화 제외","사례수","명","","792","1005","1064","1313","1375","1405","1335","1166","1074","1113",
"40대","응답자","음성통화 제외","30분 미만","%","","19.8","16.5","","","","","","","","",
"40대","응답자","음성통화 제외","1시간 미만","%","","","","38.9","34.9","36.5","33.7","32.2","27.3","21.3","17.3",
"40대","응답자","음성통화 제외","30분-1시간 미만","%","","24.8","28.6","","","","","","","","",
"40대","응답자","음성통화 제외","1-2시간 미만","%","","30.2","48.1","35.1","31.6","33.2","35.7","38.3","36.5","35","32.9",
"40대","응답자","음성통화 제외","2-3시간 미만","%","","13","6.8","15.4","19.3","15.8","17.5","17.6","16.3","21.9","22.9",
"40대","응답자","음성통화 제외","3-4시간 미만","%","","","","5.2","8.1","7.3","7.4","6.8","10.5","11.5","15.1",
"40대","응답자","음성통화 제외","3시간 이상","%","","12.2","","","","","","","","","",
"40대","응답자","음성통화 제외","4시간이상","%","","","","5.5","6.1","7.1","5.7","4.9","9.4","10.3","11.9",
"40대","응답자","음성통화 제외","평균","분","","74.8","68.9","79.1","88.2","85.8","82.9","83.3","100.5","106.2","118.8",
"40대","응답자","음성통화/문자 제외","사례수","명","311","","","","","","","","","","",
"40대","응답자","음성통화/문자 제외","30분 미만","%","32.7","","","","","","","","","","",
"40대","응답자","음성통화/문자 제외","30분-1시간 미만","%","30.8","","","","","","","","","","",
"40대","응답자","음성통화/문자 제외","1-2시간 미만","%","22.6","","","","","","","","","","",
"40대","응답자","음성통화/문자 제외","2시간 이상","%","14","","","","","","","","","","",
"40대","응답자","음성통화/문자 제외","평균","분","49.9","","","","","","","","","","",
"50대","전체","음성통화 제외","사례수","명","","","","","1372","1349","","","","","",
"50대","전체","음성통화 제외","1시간 미만","%","","","","","61","61.8","","","","","",
"50대","전체","음성통화 제외","1-2시간 미만","%","","","","","21","22.2","","","","","",
"50대","전체","음성통화 제외","2-3시간 미만","%","","","","","9.7","8.5","","","","","",
"50대","전체","음성통화 제외","3-4시간 미만","%","","","","","3.4","4.2","","","","","",
"50대","전체","음성통화 제외","4시간이상","%","","","","","4.9","3.4","","","","","",
"50대","전체","음성통화 제외","평균","분","","","","","56.5","53.5","","","","","",
"50대","응답자","음성통화 제외","사례수","명","","323","506","681","1124","1204","1240","1268","1116","1116","1132",
"50대","응답자","음성통화 제외","30분 미만","%","","27.9","26.5","","","","","","","","",
"50대","응답자","음성통화 제외","1시간 미만","%","","","","55.6","52.4","57.2","55.5","57.4","45.6","39.8","32.6",
"50대","응답자","음성통화 제외","30분-1시간 미만","%","","29.1","33.3","","","","","","","","",
"50대","응답자","음성통화 제외","1-2시간 미만","%","","25.1","34","26.8","25.6","24.9","26.5","26.9","32.8","29.3","33.3",
"50대","응답자","음성통화 제외","2-3시간 미만","%","","8.8","6.2","11.2","11.8","9.5","9.4","9.3","13.2","16","16.6",
"50대","응답자","음성통화 제외","3-4시간 미만","%","","","","3.4","4.2","4.7","5.2","2.9","4.9","9","9.7",
"50대","응답자","음성통화 제외","3시간 이상","%","","9.1","","","","","","","","","",
"50대","응답자","음성통화 제외","4시간이상","%","","","","3","5.9","3.8","3.4","3.3","3.5","5.8","7.8",
"50대","응답자","음성통화 제외","평균","분","","64","52.6","56.7","69","60","60.6","57.1","68.3","80.7","91.3",
"50대","응답자","음성통화/문자 제외","사례수","명","74","","","","","","","","","","",
"50대","응답자","음성통화/문자 제외","30분 미만","%","41.3","","","","","","","","","","",
"50대","응답자","음성통화/문자 제외","30분-1시간 미만","%","29.5","","","","","","","","","","",
"50대","응답자","음성통화/문자 제외","1-2시간 미만","%","13.4","","","","","","","","","","",
"50대","응답자","음성통화/문자 제외","2시간 이상","%","15.8","","","","","","","","","","",
"50대","응답자","음성통화/문자 제외","평균","분","56.7","","","","","","","","","","",
"60대","전체","음성통화 제외","사례수","명","","","","","","821","","","","","",
"60대","전체","음성통화 제외","1시간 미만","%","","","","","","84.8","","","","","",
"60대","전체","음성통화 제외","1-2시간 미만","%","","","","","","9.7","","","","","",
"60대","전체","음성통화 제외","2-3시간 미만","%","","","","","","1.9","","","","","",
"60대","전체","음성통화 제외","3-4시간 미만","%","","","","","","2.1","","","","","",
"60대","전체","음성통화 제외","4시간이상","%","","","","","","1.6","","","","","",
"60대","전체","음성통화 제외","평균","분","","","","","","23.5","","","","","",
"60대","응답자","음성통화 제외","사례수","명","","","","","","496","609","708","666","706","870",
"60대","응답자","음성통화 제외","1시간 미만","%","","","","","","74.8","68.6","68.9","66.4","62.6","55.6",
"60대","응답자","음성통화 제외","1-2시간 미만","%","","","","","","16","24.3","20.9","19","22","27.1",
"60대","응답자","음성통화 제외","2-3시간 미만","%","","","","","","3.1","4.2","5.1","8.3","7.2","9.1",
"60대","응답자","음성통화 제외","3-4시간 미만","%","","","","","","3.4","1.1","2.9","4","4.6","4.5",
"60대","응답자","음성통화 제외","4시간이상","%","","","","","","2.7","1.8","2.2","2.3","3.6","3.8",
"60대","응답자","음성통화 제외","평균","분","","","","","","39","39.3","42.6","47.1","52.9","58.3",
"60세 이상","전체","음성통화 제외","사례수","명","","","","","1583","","","","","","",
"60세 이상","전체","음성통화 제외","1시간 미만","%","","","","","90.5","","","","","","",
"60세 이상","전체","음성통화 제외","1-2시간 미만","%","","","","","4.5","","","","","","",
"60세 이상","전체","음성통화 제외","2-3시간 미만","%","","","","","3.1","","","","","","",
"60세 이상","전체","음성통화 제외","3-4시간 미만","%","","","","",".7","","","","","","",
"60세 이상","전체","음성통화 제외","4시간이상","%","","","","","1.2","","","","","","",
"60세 이상","전체","음성통화 제외","평균","분","","","","","15.2","","","","","","",
"60세 이상","응답자","음성통화 제외","사례수","명","","81","128","197","508","","","","","","",
"60세 이상","응답자","음성통화 제외","30분 미만","%","","45.6","45.6","","","","","","","","",
"60세 이상","응답자","음성통화 제외","1시간 미만","%","","","","76.4","70.4","","","","","","",
"60세 이상","응답자","음성통화 제외","30분-1시간 미만","%","","21.5","30.8","","","","","","","","",
"60세 이상","응답자","음성통화 제외","1-2시간 미만","%","","12.3","22.9","13.6","13.9","","","","","","",
"60세 이상","응답자","음성통화 제외","2-3시간 미만","%","","13.3",".7","7","9.7","","","","","","",
"60세 이상","응답자","음성통화 제외","3-4시간 미만","%","","","","1.5","2.3","","","","","","",
"60세 이상","응답자","음성통화 제외","3시간 이상","%","","7.3","","","","","","","","","",
"60세 이상","응답자","음성통화 제외","4시간이상","%","","","","1.5","3.7","","","","","","",
"60세 이상","응답자","음성통화 제외","평균","분","","49.2","32.5","36.7","47.3","","","","","","",
"60세 이상","응답자","음성통화/문자 제외","사례수","명","20","","","","","","","","","","",
"60세 이상","응답자","음성통화/문자 제외","30분 미만","%","55.3","","","","","","","","","","",
"60세 이상","응답자","음성통화/문자 제외","30분-1시간 미만","%","21.3","","","","","","","","","","",
"60세 이상","응답자","음성통화/문자 제외","1-2시간 미만","%","4.2","","","","","","","","","","",
"60세 이상","응답자","음성통화/문자 제외","2시간 이상","%","19.3","","","","","","","","","","",
"60세 이상","응답자","음성통화/문자 제외","평균","분","36","","","","","","","","","","",
"70세 이상","전체","음성통화 제외","사례수","명","","","","","","750","","","","","",
"70세 이상","전체","음성통화 제외","1시간 미만","%","","","","","","97.2","","","","","",
"70세 이상","전체","음성통화 제외","1-2시간 미만","%","","","","","","1.3","","","","","",
"70세 이상","전체","음성통화 제외","2-3시간 미만","%","","","","","",".6","","","","","",
"70세 이상","전체","음성통화 제외","3-4시간 미만","%","","","","","",".4","","","","","",
"70세 이상","전체","음성통화 제외","4시간이상","%","","","","","",".5","","","","","",
"70세 이상","전체","음성통화 제외","평균","분","","","","","","5.3","","","","","",
"70세 이상","응답자","음성통화 제외","사례수","명","","","","","","132","197","291","248","326","496",
"70세 이상","응답자","음성통화 제외","1시간 미만","%","","","","","","84.1","81.6","85.7","81.2","77.6","76.6",
"70세 이상","응답자","음성통화 제외","1-2시간 미만","%","","","","","","7.1","11.8","9.1","11.7","11.6","15.4",
"70세 이상","응답자","음성통화 제외","2-3시간 미만","%","","","","","","3.5","4.4","2.3","4.6","6","4.7",
"70세 이상","응답자","음성통화 제외","3-4시간 미만","%","","","","","","2.4","1.2","1.7","1.6","1.1","1.4",
"70세 이상","응답자","음성통화 제외","4시간이상","%","","","","","","2.8",".9",".9",".9","3.7","1.9",
"70세 이상","응답자","음성통화 제외","평균","분","","","","","","29.8","27.1","25.5","27.6","35.6","34.3",
"서울","전체","음성통화 제외","사례수","명","","","","","1497","1445","","","","","",
"서울","전체","음성통화 제외","1시간 미만","%","","","","","40.7","44.6","","","","","",
"서울","전체","음성통화 제외","1-2시간 미만","%","","","","","22.1","23.3","","","","","",
"서울","전체","음성통화 제외","2-3시간 미만","%","","","","","19.7","13.2","","","","","",
"서울","전체","음성통화 제외","3-4시간 미만","%","","","","","8.3","8.7","","","","","",
"서울","전체","음성통화 제외","4시간이상","%","","","","","9.2","10.3","","","","","",
"서울","전체","음성통화 제외","평균","분","","","","","90.5","84.9","","","","","",
"서울","응답자","음성통화 제외","사례수","명","","883","942","991","1266","1254","1324","1303","1130","1088","1238",
"서울","응답자","음성통화 제외","30분 미만","%","","8.1","9.7","","","","","","","","",
"서울","응답자","음성통화 제외","1시간 미만","%","","","","34.3","29.9","36.1","29.2","32","28.8","27.5","19.6",
"서울","응답자","음성통화 제외","30분-1시간 미만","%","","14.3","18.8","","","","","","","","",
"서울","응답자","음성통화 제외","1-2시간 미만","%","","25.6","54.4","29.5","26.2","26.8","36.5","33.3","31.9","26.9","28.9",
"서울","응답자","음성통화 제외","2-3시간 미만","%","","21.9","17.1","17.7","23.3","15.2","22.2","19.6","18.4","20.6","23.1",
"서울","응답자","음성통화 제외","3-4시간 미만","%","","","","7.1","9.9","10","7.4","8.3","12.5","11.4","13.1",
"서울","응답자","음성통화 제외","3시간 이상","%","","29.9","","","","","","","","","",
"서울","응답자","음성통화 제외","4시간이상","%","","","","11.5","10.8","11.9","4.7","6.7","8.4","13.6","15.3",
"서울","응답자","음성통화 제외","평균","분","","135.7","101.7","103.3","107","97.8","86.2","91.5","103.2","111.2","124.6",
"서울","응답자","음성통화/문자 제외","사례수","명","428","","","","","","","","","","",
"서울","응답자","음성통화/문자 제외","30분 미만","%","10.3","","","","","","","","","","",
"서울","응답자","음성통화/문자 제외","30분-1시간 미만","%","21.2","","","","","","","","","","",
"서울","응답자","음성통화/문자 제외","1-2시간 미만","%","33.9","","","","","","","","","","",
"서울","응답자","음성통화/문자 제외","2시간 이상","%","34.5","","","","","","","","","","",
"서울","응답자","음성통화/문자 제외","평균","분","106.2","","","","","","","","","","",
"인천/경기","전체","음성통화 제외","사례수","명","","","","","2250","2175","","","","","",
"인천/경기","전체","음성통화 제외","1시간 미만","%","","","","","42.1","41.5","","","","","",
"인천/경기","전체","음성통화 제외","1-2시간 미만","%","","","","","23.2","20.2","","","","","",
"인천/경기","전체","음성통화 제외","2-3시간 미만","%","","","","","15","15.5","","","","","",
"인천/경기","전체","음성통화 제외","3-4시간 미만","%","","","","","8.8","9.7","","","","","",
"인천/경기","전체","음성통화 제외","4시간이상","%","","","","","10.9","13.1","","","","","",
"인천/경기","전체","음성통화 제외","평균","분","","","","","94","99.7","","","","","",
"인천/경기","응답자","음성통화 제외","사례수","명","","1146","1323","1370","1875","1895","1995","2030","1820","1780","2045",
"인천/경기","응답자","음성통화 제외","30분 미만","%","","11.9","13.3","","","","","","","","",
"인천/경기","응답자","음성통화 제외","1시간 미만","%","","","","28","30.6","32.8","31.6","32.2","27.4","26.8","24.6",
"인천/경기","응답자","음성통화 제외","30분-1시간 미만","%","","21.4","22.5","","","","","","","","",
"인천/경기","응답자","음성통화 제외","1-2시간 미만","%","","24.2","43.8","27.4","27.8","23.2","27.6","26.5","25.7","24.2","22.2",
"인천/경기","응답자","음성통화 제외","2-3시간 미만","%","","18.4","20.4","20.4","18","17.7","17","14.8","19.7","17.7","18.3",
"인천/경기","응답자","음성통화 제외","3-4시간 미만","%","","","","9.8","10.5","11.1","10.5","11.9","11.3","14.3","15.5",
"인천/경기","응답자","음성통화 제외","3시간 이상","%","","24.1","","","","","","","","","",
"인천/경기","응답자","음성통화 제외","4시간이상","%","","","","14.4","13.1","15.1","13.5","14.2","15.9","17","19.5",
"인천/경기","응답자","음성통화 제외","평균","분","","117.4","99.3","115.1","112.8","114.5","104.9","110","124","120.4","131.3",
"인천/경기","응답자","음성통화/문자 제외","사례수","명","601","","","","","","","","","","",
"인천/경기","응답자","음성통화/문자 제외","30분 미만","%","22","","","","","","","","","","",
"인천/경기","응답자","음성통화/문자 제외","30분-1시간 미만","%","31.1","","","","","","","","","","",
"인천/경기","응답자","음성통화/문자 제외","1-2시간 미만","%","22","","","","","","","","","","",
"인천/경기","응답자","음성통화/문자 제외","2시간 이상","%","24.9","","","","","","","","","","",
"인천/경기","응답자","음성통화/문자 제외","평균","분","81.6","","","","","","","","","","",
"대전/충청","응답자","음성통화/문자 제외","사례수","명","145","","","","","","","","","","",
"대전/충청","응답자","음성통화/문자 제외","30분 미만","%","21","","","","","","","","","","",
"대전/충청","응답자","음성통화/문자 제외","30분-1시간 미만","%","19.5","","","","","","","","","","",
"대전/충청","응답자","음성통화/문자 제외","1-2시간 미만","%","32.7","","","","","","","","","","",
"대전/충청","응답자","음성통화/문자 제외","2시간 이상","%","26.8","","","","","","","","","","",
"대전/충청","응답자","음성통화/문자 제외","평균","분","80.4","","","","","","","","","","",
"대전/충남/충북","응답자","음성통화 제외","사례수","명","","321","","","","","","","","","",
"대전/충남/충북","응답자","음성통화 제외","30분 미만","%","","15.9","","","","","","","","","",
"대전/충남/충북","응답자","음성통화 제외","30분-1시간 미만","%","","26.9","","","","","","","","","",
"대전/충남/충북","응답자","음성통화 제외","1-2시간 미만","%","","35.1","","","","","","","","","",
"대전/충남/충북","응답자","음성통화 제외","2-3시간 미만","%","","15.2","","","","","","","","","",
"대전/충남/충북","응답자","음성통화 제외","3시간 이상","%","","7","","","","","","","","","",
